disorder_id,orpha_code,name,disorder_type,disorder_group,prevalence_type,prevalence_qualification,prevalence_class,val_moy,prevalence_geographic,prevalence_validation_status,source
17635,166308,Benign infantile focal epilepsy with midline spikes and waves during sleep,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_20822975[PMID]
17634,166305,Benign infantile seizures associated with mild gastroenteritis,Disease,Disorder,Cases/families,Case(s),,100.0,Worldwide,Validated,24125788[PMID]
17634,166305,Benign infantile seizures associated with mild gastroenteritis,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_24125788[PMID]
32,2912,Poliomyelitis,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Europe,Not yet validated,ORPHANET
32,2912,Poliomyelitis,Disease,Disorder,Annual incidence,Class only,<1 / 1 000 000,0.0,Europe,Validated,European Centre for Disease prevention and Control 2011[INST]
38,796,Sandhoff disease,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,1.49,Portugal,Validated,14685153[PMID]
38,796,Sandhoff disease,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 1 000 000,0.34,Netherlands,Validated,10480370[PMID]
38,796,Sandhoff disease,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 1 000 000,0.19,Czech Republic,Validated,20490927[PMID]
38,796,Sandhoff disease,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 1 000 000,0.26,Australia,Validated,9918480[PMID]
38,796,Sandhoff disease,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 1 000 000,0.95,Turkey,Validated,15275696[PMID]
38,796,Sandhoff disease,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 1 000 000,0.3,United States,Validated,2955697[PMID]
38,796,Sandhoff disease,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 1 000 000,0.67,Europe,Validated,[EXPERT]
38,796,Sandhoff disease,Disease,Disorder,Point prevalence,Class only,1-9 / 1 000 000,0.0,Europe,Not yet validated,ORPHANET
38,796,Sandhoff disease,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 1 000 000,0.38,Sweden,Validated,25274184[PMID]
39,801,Scleroderma,Clinical group,Group of disorders,Annual incidence,Value and class,1-9 / 100 000,1.41,Worldwide,Validated,[EXPERT]
39,801,Scleroderma,Clinical group,Group of disorders,Point prevalence,Value and class,1-5 / 10 000,42.0,Worldwide,Validated,[EXPERT]
39,801,Scleroderma,Clinical group,Group of disorders,Annual incidence,Value and class,1-9 / 100 000,1.5,Australia,Validated,11456035[PMID]
39,801,Scleroderma,Clinical group,Group of disorders,Point prevalence,Value and class,1-5 / 10 000,23.0,Australia,Validated,11456035[PMID]
39,801,Scleroderma,Clinical group,Group of disorders,Point prevalence,Value and class,>1 / 1000,469.0,Specific population,Validated,8702445[PMID]
42,461,Recessive X-linked ichthyosis,Disease,Disorder,Annual incidence,Value and class,1-5 / 10 000,15.0,Europe,Validated,ORPHANET
42,461,Recessive X-linked ichthyosis,Disease,Disorder,Point prevalence,Value and class,1-5 / 10 000,16.6,Europe,Validated,ORPHANET
42,461,Recessive X-linked ichthyosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,9.9,Italy,Not yet validated,12920363[PMID]_ORPHANET
40,584,Mucopolysaccharidosis type 7,Disease,Disorder,Point prevalence,Value and class,<1 / 1 000 000,0.01,Europe,Validated,European Medicines Agency 2012[INST]
40,584,Mucopolysaccharidosis type 7,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 1 000 000,0.24,Netherlands,Validated,10480370[PMID]
40,584,Mucopolysaccharidosis type 7,Disease,Disorder,Prevalence at birth,Value and class,<1 / 1 000 000,0.02,Brazil,Validated,PMID: 31926052
40,584,Mucopolysaccharidosis type 7,Disease,Disorder,Prevalence at birth,Value and class,<1 / 1 000 000,0.02,Czech Republic,Validated,25060283[PMID]
40,584,Mucopolysaccharidosis type 7,Disease,Disorder,Prevalence at birth,Value and class,<1 / 1 000 000,0.02,Japan,Validated,28595941[PMID]
40,584,Mucopolysaccharidosis type 7,Disease,Disorder,Prevalence at birth,Value and class,<1 / 1 000 000,0.038,Switzerland,Validated,28595941[PMID]
40,584,Mucopolysaccharidosis type 7,Disease,Disorder,Prevalence at birth,Value and class,<1 / 1 000 000,0.047,Australia,Validated,9918480[PMID]
40,584,Mucopolysaccharidosis type 7,Disease,Disorder,Point prevalence,Value and class,<1 / 1 000 000,0.007,United States,Validated,34051828[PMID]
40,584,Mucopolysaccharidosis type 7,Disease,Disorder,Prevalence at birth,Value and class,<1 / 1 000 000,0.027,United States,Validated,34051828[PMID]
40,584,Mucopolysaccharidosis type 7,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 1 000 000,0.29,Canada,Validated,28595941[PMID]
44,881,Turner syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,5.5,Europe,Validated,EUROCAT European surveillance of congenital anomalies 1985-2010[REG]
44,881,Turner syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,7.5,Austria,Validated,EUROCAT European surveillance of congenital anomalies 1985-2009[REG]
44,881,Turner syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,7.9,Belgium,Validated,EUROCAT European surveillance of congenital anomalies 1980-2010[REG]
44,881,Turner syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,10.5,Bulgaria,Validated,EUROCAT European surveillance of congenital anomalies 1996-1999[REG]
44,881,Turner syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,3.6,Croatia,Validated,EUROCAT European surveillance of congenital anomalies 1983-2010[REG]
44,881,Turner syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,10.4,Denmark,Validated,EUROCAT European surveillance of congenital anomalies 1980-2010[REG]
44,881,Turner syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,7.1,France,Validated,EUROCAT European surveillance of congenital anomalies 1980-2010[REG]
44,881,Turner syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,8.0,Germany,Validated,EUROCAT European surveillance of congenital anomalies 1987-2010[REG]
44,881,Turner syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,3.2,Hungary,Validated,EUROCAT European surveillance of congenital anomalies 1998-2010[REG]
44,881,Turner syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,7.1,Ireland,Validated,EUROCAT European surveillance of congenital anomalies 1980-2010[REG]
44,881,Turner syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,3.4,Italy,Validated,EUROCAT European surveillance of congenital anomalies 1980-2010[REG]
44,881,Turner syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,1.1,Malta,Validated,EUROCAT European surveillance of congenital anomalies 1986-2009[REG]
44,881,Turner syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,14.0,Netherlands,Validated,EUROCAT European surveillance of congenital anomalies 1981-2010[REG]
44,881,Turner syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,4.2,Norway,Validated,EUROCAT European surveillance of congenital anomalies 1999-2010[REG]
44,881,Turner syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,3.6,Poland,Validated,EUROCAT European surveillance of congenital anomalies 1999-2010[REG]
44,881,Turner syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,2.8,Portugal,Validated,EUROCAT European surveillance of congenital anomalies 1990-2010[REG]
44,881,Turner syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,2.8,Spain,Validated,EUROCAT European surveillance of congenital anomalies 1980-2009[REG]
44,881,Turner syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,22.4,Switzerland,Validated,EUROCAT European surveillance of congenital anomalies 1989-2010[REG]
44,881,Turner syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,10.1,United Kingdom,Validated,EUROCAT European surveillance of congenital anomalies 1980-2010[REG]
44,881,Turner syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,2.3,Ukraine,Validated,EUROCAT European surveillance of congenital anomalies 2005-2010[REG]
44,881,Turner syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,6-9 / 10 000,70.0,Japan,Not yet validated,ISBN:444897208[OTHER]
44,881,Turner syndrome,Malformation syndrome,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,42.5,Singapore,Validated,19551311[PMID]
44,881,Turner syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,1-5 / 10 000,0.0,Europe,Not yet validated,ORPHANET
45,95,Friedreich ataxia,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,2.0,Europe,Validated,20301458[PMID]_23859338[PMID]
45,95,Friedreich ataxia,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,2.3,France,Validated,9207112 [PMID]_23859338[PMID]
45,95,Friedreich ataxia,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,2.8,Italy,Validated,2225525[PMID]_7793232[PMID]
45,95,Friedreich ataxia,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,1.1,Italy,Validated,2225525[PMID]_7793232[PMID]
45,95,Friedreich ataxia,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,6.2,Spain,Validated,2043954[PMID]_7898602[PMID]
45,95,Friedreich ataxia,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,4.3,Spain,Not yet validated,2043954[PMID]_7898602[PMID]
45,95,Friedreich ataxia,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,1.0,Finland,Validated,11810294[PMID]
45,95,Friedreich ataxia,Disease,Disorder,Point prevalence,Value and class,1-9 / 1 000 000,0.13,Finland,Validated,11810294[PMID]_23859338[PMID]
45,95,Friedreich ataxia,Disease,Disorder,Point prevalence,Value and class,1-9 / 1 000 000,0.7,Denmark,Not yet validated,2096315[PMID]
45,95,Friedreich ataxia,Disease,Disorder,Point prevalence,Value and class,1-9 / 1 000 000,0.9,Portugal,Validated,23609960[PMID]
45,95,Friedreich ataxia,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,1.8,United Kingdom,Validated,19347027[PMID]
45,95,Friedreich ataxia,Disease,Disorder,Point prevalence,Value and class,1-9 / 1 000 000,0.9,Greece,Validated,24209901[PMID]
45,95,Friedreich ataxia,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,1.0,Norway,Validated,1126051[PMID]
45,95,Friedreich ataxia,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,2.1,Germany,Validated,9187683[PMID]_23859338[PMID]
45,95,Friedreich ataxia,Disease,Disorder,Point prevalence,Value and class,1-9 / 1 000 000,0.24,Sweden,Validated,11810294[PMID]_23859338[PMID]
45,95,Friedreich ataxia,Disease,Disorder,Point prevalence,Value and class,1-9 / 1 000 000,0.27,Czech Republic,Validated,15726025[PMID]_23859338[PMID]
45,95,Friedreich ataxia,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,3.03,Russian Federation,Validated,15559155[PMID]_23859338[PMID]
51,848,Beta-thalassemia,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.0,Worldwide,Validated,[EXPERT]
51,848,Beta-thalassemia,Disease,Disorder,Point prevalence,Value and class,1-9 / 1 000 000,0.5,France,Validated,[EXPERT]
51,848,Beta-thalassemia,Disease,Disorder,Annual incidence,Value and class,1-5 / 10 000,10.0,Europe,Validated,[EXPERT]
51,848,Beta-thalassemia,Disease,Disorder,Point prevalence,Class only,1-9 / 1 000 000,0.0,Europe,Not yet validated,ORPHANET
50,846,Alpha-thalassemia,Disease,Disorder,Prevalence at birth,Class only,Unknown,0.0,Europe,Validated,ORPHANET
50,846,Alpha-thalassemia,Disease,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,10.3,United States,Validated,19061217[PMID]_22766612[PMID]
50,846,Alpha-thalassemia,Disease,Disorder,Point prevalence,Class only,Unknown,0.0,Europe,Validated,25390741[PMID]_ORPHANET
49,586,Cystic fibrosis,Disease,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,19.3912,Europe,Validated,ORPHANET
49,586,Cystic fibrosis,Disease,Disorder,Point prevalence,Value and class,1-5 / 10 000,11.1319,Europe,Validated,ORPHANET
49,586,Cystic fibrosis,Disease,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,28.5714,Austria,Validated,18442953[PMID]
49,586,Cystic fibrosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,8.39,Austria,Validated,18442953[PMID]_ORPHANET
49,586,Cystic fibrosis,Disease,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,35.0877,Belgium,Validated,30335254[PMID]
49,586,Cystic fibrosis,Disease,Disorder,Point prevalence,Value and class,1-5 / 10 000,20.1429,Belgium,Validated,30335254[PMID]_ORPHANET
49,586,Cystic fibrosis,Disease,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,40.0,Bulgaria,Validated,18442953 [PMID]
49,586,Cystic fibrosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,2.26,Bulgaria,Validated,18442953 [PMID]_ORPHANET
49,586,Cystic fibrosis,Disease,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,12.6358,Cyprus,Validated,18442953[PMID]
49,586,Cystic fibrosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,3.35,Cyprus,Validated,18442953[PMID]_ORPHANET
49,586,Cystic fibrosis,Disease,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,15.29,Czech Republic,Validated,31241292[PMID]
49,586,Cystic fibrosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,8.7775,Czech Republic,Validated,31241292[PMID]_ORPHANET
49,586,Cystic fibrosis,Disease,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,17.41,Denmark,Validated,31682332[PMID]
49,586,Cystic fibrosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,9.9946,Denmark,Validated,31682332[PMID]_ORPHANET
49,586,Cystic fibrosis,Disease,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,22.2222,Estonia,Validated,18442953[PMID]
49,586,Cystic fibrosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,6.18,Estonia,Validated,18442953[PMID]_ORPHANET
49,586,Cystic fibrosis,Disease,Disorder,Prevalence at birth,Value and class,1-9 / 100 000,4.0,Finland,Validated,16051530[PMID]_18442953[PMID]
49,586,Cystic fibrosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,1.1027,Finland,Validated,18442953[PMID]_ORPHANET
49,586,Cystic fibrosis,Disease,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,21.15,France,Validated,25122143[PMID]
49,586,Cystic fibrosis,Disease,Disorder,Point prevalence,Value and class,1-5 / 10 000,12.1416,France,Validated,25122143[PMID]_ORPHANET
49,586,Cystic fibrosis,Disease,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,19.5017,Germany,Validated,25914230[PMID]
49,586,Cystic fibrosis,Disease,Disorder,Point prevalence,Value and class,1-5 / 10 000,11.1954,Germany,Validated,25914230[PMID]_ORPHANET
49,586,Cystic fibrosis,Disease,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,28.5714,Greece,Validated,18442953[PMID]
49,586,Cystic fibrosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,5.21,Greece,Validated,18442953[PMID]_ORPHANET
49,586,Cystic fibrosis,Disease,Disorder,Prevalence at birth,Class only,Unknown,0.0,Hungary,Validated,18442953[PMID]
49,586,Cystic fibrosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,4.09,Hungary,Validated,18442953[PMID]_ORPHANET
49,586,Cystic fibrosis,Disease,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,36.36,Ireland,Validated,32483343[PMID]
49,586,Cystic fibrosis,Disease,Disorder,Point prevalence,Value and class,1-5 / 10 000,20.8733,Ireland,Validated,32483343[PMID]_ORPHANET
49,586,Cystic fibrosis,Disease,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,17.809,Italy,Validated,31005549[PMID]
49,586,Cystic fibrosis,Disease,Disorder,Point prevalence,Value and class,1-5 / 10 000,10.2236,Italy,Validated,31005549[PMID]_ORPHANET
49,586,Cystic fibrosis,Disease,Disorder,Prevalence at birth,Class only,Unknown,0.0,Latvia,Validated,18442953[PMID]
49,586,Cystic fibrosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,1.04,Latvia,Validated,18442953[PMID]
49,586,Cystic fibrosis,Disease,Disorder,Prevalence at birth,Class only,Unknown,0.0,Lithuania,Validated,18442953[PMID]
49,586,Cystic fibrosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,1.3,Lithuania,Validated,18442953[PMID]
49,586,Cystic fibrosis,Disease,Disorder,Prevalence at birth,Class only,Unknown,0.0,Luxembourg,Validated,18442953[PMID]
49,586,Cystic fibrosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,4.31,Luxembourg,Validated,18442953[PMID]
49,586,Cystic fibrosis,Disease,Disorder,Prevalence at birth,Class only,Unknown,0.0,Malta,Validated,18442953[PMID]
49,586,Cystic fibrosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,5.79,Malta,Validated,18442953[PMID]
49,586,Cystic fibrosis,Disease,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,16.58,Netherlands,Validated,30146269[PMID]
49,586,Cystic fibrosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,9.5181,Netherlands,Validated,30146269[PMID]_ORPHANET
49,586,Cystic fibrosis,Disease,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,11.5474,Norway,Validated,26795017[PMID]
49,586,Cystic fibrosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,6.629,Norway,Validated,26795017[PMID]_ORPHANET
49,586,Cystic fibrosis,Disease,Disorder,Prevalence at birth,Value and class,1-5 / 10 000,17.4881,Poland,Validated,22892530[PMID]_ORPHANET
49,586,Cystic fibrosis,Disease,Disorder,Point prevalence,Value and class,1-5 / 10 000,10.0394,Poland,Validated,22892530[PMID]_ORPHANET
