disorder_id,orpha_code,name,target_disorder_code,target_disorder_name,association_type
17793,168796,"Heart-hand syndrome, Slovenian type",93890,Rare developmental defect during embryogenesis,Preferential parent
321,1465,Coffin-Siris syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17792,168782,Childhood disintegrative disorder,98006,Rare neurologic disease,Preferential parent
334,1642,Distal deletion 9p syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17807,168966,Composite lymphoma,250908,Rare neoplastic disease,Preferential parent
17806,168960,Refractory anemia with excess blasts in transformation,250908,Rare neoplastic disease,Preferential parent
335,8,"47,XYY syndrome",93890,Rare developmental defect during embryogenesis,Preferential parent
332,1636,Distal monosomy 7q36 syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17805,168956,Hypereosinophilic syndrome,97992,Rare hematologic disease,Preferential parent
17804,168953,Myeloid/lymphoid neoplasm associated with FGFR1 rearrangement,250908,Rare neoplastic disease,Preferential parent
17803,168950,Myeloid/lymphoid neoplasm associated with PDGFRB rearrangement,250908,Rare neoplastic disease,Preferential parent
330,1600,Monosomy 18q syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17802,168947,Myeloid/lymphoid neoplasm associated with PDGFRA rearrangement,250908,Rare neoplastic disease,Preferential parent
17801,168943,"Myeloid/lymphoid neoplasms associated with eosinophilia and abnormality of PDGFRA, PDGFRB, FGFR1 or JAK2",250908,Rare neoplastic disease,Preferential parent
328,1598,Monosomy 18p syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17800,168940,Chronic eosinophilic leukemia,250908,Rare neoplastic disease,Preferential parent
373,2773,Osteogenesis imperfecta-retinopathy-seizures-intellectual disability syndrome,93419,Rare bone disease,Preferential parent
372,2772,Congenital osteogenesis imperfecta-microcephaly-cataracts syndrome,93419,Rare bone disease,Preferential parent
369,2609,Isolated complex I deficiency,68367,Rare inborn errors of metabolism,Preferential parent
17841,169361,Immune dysregulation disease with immunodeficiency,98004,Rare immune disease,Preferential parent
370,626,Large/giant congenital melanocytic nevus,89826,Rare skin disease,Preferential parent
381,773,Refsum disease,98006,Rare neurologic disease,Preferential parent
378,11,Pentasomy X syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17829,169154,T-B+ severe combined immunodeficiency due to IL-7Ralpha deficiency,98004,Rare immune disease,Preferential parent
357,370,Glycogen storage disease due to phosphorylase kinase deficiency,68367,Rare inborn errors of metabolism,Preferential parent
17828,169150,Immunodeficiency due to a late component of complement deficiency,98004,Rare immune disease,Preferential parent
17831,169160,T-B+ severe combined immunodeficiency due to CD3delta/CD3epsilon/CD3zeta,98004,Rare immune disease,Preferential parent
358,385,Neurodegeneration with brain iron accumulation,98006,Rare neurologic disease,Preferential parent
17830,169157,T-B+ severe combined immunodeficiency due to CD45 deficiency,98004,Rare immune disease,Preferential parent
17825,169139,Transient hypogammaglobulinemia of infancy,98004,Rare immune disease,Preferential parent
353,1947,Northern epilepsy,98006,Rare neurologic disease,Preferential parent
17827,169147,Immunodeficiency due to a classical component pathway complement deficiency,98004,Rare immune disease,Preferential parent
17826,169142,Recurrent infections due to specific granule deficiency,98004,Rare immune disease,Preferential parent
355,352,Galactosemia,68367,Rare inborn errors of metabolism,Preferential parent
364,596,X-linked centronuclear myopathy,98006,Rare neurologic disease,Preferential parent
17837,169349,Immuno-osseous dysplasia,93419,Rare bone disease,Preferential parent
17836,169346,DNA repair defect other than combined T-cell and B-cell immunodeficiencies,98004,Rare immune disease,Preferential parent
17839,169355,Immunodeficiency syndrome with autoimmunity,98004,Rare immune disease,Preferential parent
367,610,Bethlem muscular dystrophy,98006,Rare neurologic disease,Preferential parent
17833,169186,Autosomal recessive centronuclear myopathy,98006,Rare neurologic disease,Preferential parent
360,464,Incontinentia pigmenti,93890,Rare developmental defect during embryogenesis,Preferential parent
361,3307,Tetrasomy 18p syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17832,169163,Familial scaphocephaly syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17834,169189,Autosomal dominant centronuclear myopathy,98006,Rare neurologic disease,Preferential parent
410,44,Neonatal adrenoleukodystrophy,68367,Rare inborn errors of metabolism,Preferential parent
411,56,Alkaptonuria,68367,Rare inborn errors of metabolism,Preferential parent
408,963,Acromegaly,97978,Rare endocrine disease,Preferential parent
415,1059,Blue rubber bleb nevus,93890,Rare developmental defect during embryogenesis,Preferential parent
412,1006,Alopecia antibody deficiency,89826,Rare skin disease,Preferential parent
413,1046,Lethal hemolytic anemia-genital anomalies syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
402,22,Succinic semialdehyde dehydrogenase deficiency,68367,Rare inborn errors of metabolism,Preferential parent
403,29,Mevalonic aciduria,68367,Rare inborn errors of metabolism,Preferential parent
407,245,Nager syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
404,30,Hereditary orotic aciduria,68367,Rare inborn errors of metabolism,Preferential parent
405,36,Acrocallosal syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
394,915,Aarskog-Scott syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
392,2614,Nail-patella syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
399,33,Isovaleric acidemia,68367,Rare inborn errors of metabolism,Preferential parent
17740,168194,Rare cardiac tumor,250908,Rare neoplastic disease,Preferential parent
387,819,Smith-Magenis syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
384,3085,Retinitis pigmentosa-intellectual disability-deafness-hypogonadism syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
390,9,Tetrasomy X syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17785,168615,Hereditary persistence of alpha-fetoprotein,98053,Rare genetic disease,Preferential parent
17784,168612,Congenital deficiency in alpha-fetoprotein,98053,Rare genetic disease,Preferential parent
442,1442,Ring chromosome 18 syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17787,168621,"Dysplasia of head of femur, Meyer type",93419,Rare bone disease,Preferential parent
443,1452,Cleidocranial dysplasia,93419,Rare bone disease,Preferential parent
17789,168629,Autosomal thrombocytopenia with normal platelets,97992,Rare hematologic disease,Preferential parent
17788,168624,"Familial scaphocephaly syndrome, McGillivray type",93890,Rare developmental defect during embryogenesis,Preferential parent
445,193,Cohen syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17791,168778,Rare pervasive developmental disorder,98006,Rare neurologic disease,Preferential parent
446,1488,Cooper-Jabs syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
447,200,Isolated corpus callosum agenesis,93890,Rare developmental defect during embryogenesis,Preferential parent
17790,168632,Generalized basaloid follicular hamartoma syndrome,89826,Rare skin disease,Preferential parent
432,1334,Chronic mucocutaneous candidiasis,98004,Rare immune disease,Preferential parent
17777,168583,Hereditary North American Indian childhood cirrhosis,57146,Rare hepatic disease,Preferential parent
433,1369,Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome,68367,Rare inborn errors of metabolism,Preferential parent
17776,168577,Hereditary cryohydrocytosis with reduced stomatin,97992,Rare hematologic disease,Preferential parent
17779,168593,Sudden infant death-dysgenesis of the testes syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
435,1406,Charlie M syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17778,168588,Hyperandrogenism due to cortisone reductase deficiency,97978,Rare endocrine disease,Preferential parent
17781,168601,Congenital enteropathy due to enteropeptidase deficiency,97935,Rare gastroenterologic disease,Preferential parent
437,1414,Cholestasis-lymphedema syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17780,168598,Methionine adenosyltransferase I/III deficiency,98006,Rare neurologic disease,Preferential parent
17782,168606,Seborrhea-like dermatitis with psoriasiform elements,89826,Rare skin disease,Preferential parent
17768,168549,Axial spondylometaphyseal dysplasia,93419,Rare bone disease,Preferential parent
17769,168552,Spondylometaphyseal dysplasia-bowed forearms-facial dysmorphism syndrome,93419,Rare bone disease,Preferential parent
424,1154,Arthrogryposis-oculomotor limitation-electroretinal anomalies syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17770,168555,"Spondylometaphyseal dysplasia, A4 type",93419,Rare bone disease,Preferential parent
17771,168558,"46,XY difference of sex development-adrenal insufficiency due to CYP11A1 deficiency",93890,Rare developmental defect during embryogenesis,Preferential parent
17772,168563,"46,XY gonadal dysgenesis-motor and sensory neuropathy syndrome",93890,Rare developmental defect during embryogenesis,Preferential parent
429,124,Diamond-Blackfan anemia,97992,Rare hematologic disease,Preferential parent
17773,168566,Fatal mitochondrial disease due to combined oxidative phosphorylation defect type 3,68367,Rare inborn errors of metabolism,Preferential parent
431,1310,Caffey disease,93419,Rare bone disease,Preferential parent
17774,168569,H syndrome,89826,Rare skin disease,Preferential parent
17775,168572,Native American myopathy,98006,Rare neurologic disease,Preferential parent
430,125,Bloom syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
417,90,Argininemia,68367,Rare inborn errors of metabolism,Preferential parent
17761,168443,Spondyloepimetaphyseal dysplasia-hypotrichosis syndrome,93419,Rare bone disease,Preferential parent
416,1065,Aniridia-cerebellar ataxia-intellectual disability syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17763,168451,Spondyloepimetaphyseal dysplasia-abnormal dentition syndrome,93419,Rare bone disease,Preferential parent
17764,168454,"Spondyloepimetaphyseal dysplasia, Geneviève type",93419,Rare bone disease,Preferential parent
421,1146,Distal arthrogryposis type 1,93890,Rare developmental defect during embryogenesis,Preferential parent
420,1143,Neurogenic arthrogryposis multiplex congenita,93890,Rare developmental defect during embryogenesis,Preferential parent
17767,168544,"Spondylometaphyseal dysplasia, Golden type",93419,Rare bone disease,Preferential parent
422,1147,Sheldon-Hall syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
478,246,Postaxial acrofacial dysostosis,93890,Rare developmental defect during embryogenesis,Preferential parent
476,1770,XY type gonadal dysgenesis-associated anomalies syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
477,1775,Dyskeratosis congenita,98004,Rare immune disease,Preferential parent
474,1764,Familial dysautonomia,98006,Rare neurologic disease,Preferential parent
472,235,Dubowitz syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
473,239,Dyggve-Melchior-Clausen disease,93419,Rare bone disease,Preferential parent
